ruta,km,minutos
97-2,31.338,98.2833333333333
97-3,30.067,68.6666666666667
97-4,58.501,103.1
98-1,218.048,262.983333333333
98-2,47.906,66.3833333333334
98-3,78.929,105.733333333333
98-4,9.332,34.1333333333333
99-1,89.408,186.583333333333
99-2,35.063,63.7
99-3,5.736,15.9666666666667
