ruta,km,minutos
95-4,185.85,329.166666666667
95-5,7.763,29.5666666666667
96-1,7.691,26.5333333333333
96-2,19.948,70.6666666666667
96-3,11.526,39.8
96-4,9.927,40.5833333333333
96-5,8.541,27.5666666666667
97-1,49.178,66.15
