ruta,km,minutos
105-1,438.806,542.966666666667
106-1,128.315,166.65
106-2,137.502,223.4
106-3,201.61,275.083333333333
106-4,97.902,113.666666666667
106-5,193.872,271
107-2,199.984,288.983333333333
