municipio_sae;clave_provincial;municipio_code;number_mun_code;municipio;tipo;rama;escuela;number_escuela;cue;cs;dmclc;dmc;cupo_total;long;lat;ubicacion_cue;zona;cupo;clusters;clusters_2;cluster_asignado_2;muni_cluster;n
A BROWN;0004PP0038;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;139;2;607243;235;0;406;641;-58.32298;-34.79189;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004PP0039;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;140;2;601891;243;0;243;486;-58.40834;-34.83925;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004PP0040;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;141;2;606571;0;0;397;397;-58.36657;-34.80959;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004PP0041;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;142;2;603864;303;0;303;606;-58.34597;-34.82135;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004PP0042;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;143;2;604384;155;0;155;310;-58.35201;-34.80927;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004PP0043;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;144;2;601353;300;0;525;825;-58.36929;-34.87181;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004PP0044;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;145;2;607244;226;0;532;758;-58.33167;-34.78697;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004PP0045;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;146;2;606699;275;0;455;730;-58.39606;-34.90573;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004PP0046;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;147;2;610221;266;0;331;597;-58.33839;-34.78217;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004PP0047;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;148;2;610851;76;0;349;425;-58.40108;-34.85113;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004PP0048;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;149;2;602639;351;0;351;702;-58.35180;-34.77966;Urbano;Urbano;88622;12;12;6;4-6;10
A BROWN;0004PP0050;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;151;2;607605;0;0;341;341;-58.37295;-34.82604;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004PP0051;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;152;2;607245;350;0;559;909;-58.32377;-34.77884;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004PP0052;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;153;2;606572;0;0;345;345;-58.36900;-34.81303;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004PP0053;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;154;2;600897;165;0;165;330;-58.37583;-34.81198;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004PP0054;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;155;2;609833;0;0;668;668;-58.35481;-34.79438;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004PP0056;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;157;2;607183;95;0;110;205;-58.41944;-34.82993;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004PP0057;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;158;2;607246;287;0;345;632;-58.32226;-34.78020;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004PP0058;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;159;2;607628;155;0;371;526;-58.33153;-34.77985;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004PP0059;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;160;2;601890;0;0;263;263;-58.40384;-34.83395;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004PP0060;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;161;2;602721;117;0;560;677;-58.40697;-34.86958;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004PP0061;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;162;2;607585;168;0;379;547;-58.43106;-34.82231;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004PP0062;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;163;2;601354;450;0;943;1393;-58.36169;-34.89008;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004PP0063;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;164;2;604385;242;0;290;532;-58.35755;-34.81675;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004PP0064;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;165;2;609941;223;0;506;729;-58.36661;-34.84982;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004PP0066;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;167;2;607590;0;0;536;536;-58.34946;-34.81663;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004PP0067;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;168;2;607629;63;0;444;507;-58.32468;-34.79650;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004PP0068;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;169;2;607591;0;0;566;566;-58.34587;-34.81938;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004PP0069;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;170;2;607288;137;0;332;469;-58.39610;-34.88974;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004PP0070;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;171;2;607049;160;0;692;852;-58.33441;-34.81094;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;0004PP0071;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;172;2;601818;153;0;295;448;-58.34340;-34.78741;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004PP0072;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;173;2;610220;483;0;483;966;-58.33294;-34.77626;Urbano;Urbano;88622;12;12;9;4-9;11
A BROWN;0004PP0073;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;174;2;607050;431;0;634;1065;-58.33384;-34.80670;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;0004PP0074;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;175;2;602641;190;0;480;670;-58.33369;-34.81434;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;0004PP0076;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;177;2;610184;174;0;538;712;-58.33573;-34.77141;Urbano;Urbano;88622;12;12;9;4-9;11
A BROWN;0004PP0077;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;178;2;602722;0;0;385;385;-58.38810;-34.84333;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004PP0078;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;179;2;613337;0;0;403;403;-58.37362;-34.83448;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004PP0079;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;180;2;613707;0;0;340;340;-58.37299;-34.86287;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004PP0080;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;181;2;613711;231;0;231;462;-58.36025;-34.82890;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004PP0081;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;PP;182;2;615820;114;0;332;446;-58.36373;-34.86886;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004SC0001;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;SC;183;1;616561;184;0;184;368;-58.37034;-34.81805;12;Urbano;88622;12;12;8;4-8;20
A BROWN;0004SC0002;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;SC;184;1;616562;177;0;165;342;-58.39667;-34.89656;12;Urbano;88622;12;12;1;4-1;30
A BROWN;0004SC0003;4;1;ALMIRANTE BROWN;INICIAL Y PRIMARIA;SC;185;1;616987;154;0;154;308;-58.32423;-34.79232;12;Urbano;88622;12;12;2;4-2;20
A BROWN;0004BS0006;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;186;1;617326;0;105;0;105;-58.40680;-34.87735;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004BS0010;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;187;2;618500;343;0;0;343;-58.35470;-34.79434;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004BS0054;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;188;2;617882;0;186;0;186;-58.34950;-34.81677;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004BS0064;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;189;2;617890;0;187;0;187;-58.33570;-34.77144;Urbano;Urbano;88622;12;12;9;4-9;11
A BROWN;0004BS0072;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;190;2;618599;264;0;0;264;-58.36672;-34.80955;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004BS0076;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;191;2;618595;0;249;0;249;-58.39522;-34.86402;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004BS0078;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;192;2;618593;169;0;0;169;-58.36973;-34.81873;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004BS0080;4;1;ALMIRANTE BROWN;SECUNDARIAS;BS;193;2;620413;0;114;0;114;-58.36387;-34.86886;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004MA0001;4;1;ALMIRANTE BROWN;SECUNDARIAS;MA;194;1;623521;0;60;0;60;-58.34042;-34.88035;12;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0001;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;195;1;607603;716;0;0;716;-58.37975;-34.78798;Urbano;Urbano;88622;12;12;3;4-3;27
A BROWN;0004MS0003;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;196;1;608069;507;0;0;507;-58.38771;-34.89344;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0004;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;197;1;610186;569;0;0;569;-58.33298;-34.80657;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;0004MS0005;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;198;1;607374;470;0;0;470;-58.39330;-34.86029;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MS0006;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;199;1;607600;602;0;0;602;-58.41922;-34.81340;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0007;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;200;1;610801;806;0;0;806;-58.39685;-34.89701;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0009;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;201;1;607592;492;0;0;492;-58.36294;-34.80254;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004MS0011;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;202;2;606575;903;0;0;903;-58.38905;-34.79816;Urbano;Urbano;88622;12;12;3;4-3;27
A BROWN;0004MS0013;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;203;2;608605;520;0;0;520;-58.38920;-34.79842;Urbano;Urbano;88622;12;12;3;4-3;27
A BROWN;0004MS0014;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;204;2;614806;253;80;0;333;-58.34395;-34.82468;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0015;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;205;2;615446;0;268;0;268;-58.33715;-34.76189;Urbano;Urbano;88622;12;12;9;4-9;11
A BROWN;0004MS0016;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;206;2;618596;0;555;0;555;-58.39036;-34.86886;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MS0017;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;207;2;618977;200;0;0;200;-58.39919;-34.82793;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0019;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;208;2;617879;0;194;0;194;-58.35335;-34.81450;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0021;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;209;2;617871;388;0;0;388;-58.43672;-34.83217;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0022;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;210;2;618090;183;0;0;183;-58.35902;-34.78061;Urbano;Urbano;88622;12;12;6;4-6;10
A BROWN;0004MS0024;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;212;2;618594;0;102;0;102;-58.41364;-34.82363;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0025;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;213;2;617862;0;623;0;623;-58.34713;-34.87848;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0026;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;214;2;617866;0;313;0;313;-58.37863;-34.87884;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0027;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;215;2;618601;0;228;0;228;-58.37287;-34.82598;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004MS0028;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;216;2;617860;0;220;0;220;-58.37163;-34.80167;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004MS0029;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;217;2;617867;130;0;0;130;-58.35193;-34.80921;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0030;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;218;2;617881;0;275;0;275;-58.35027;-34.82263;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0031;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;219;2;617855;0;303;0;303;-58.37439;-34.78614;Urbano;Urbano;88622;12;12;6;4-6;10
A BROWN;0004MS0032;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;220;2;618592;0;167;0;167;-58.39412;-34.80834;Urbano;Urbano;88622;12;12;3;4-3;27
A BROWN;0004MS0033;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;221;2;617877;0;162;0;162;-58.43189;-34.81983;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0036;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;224;2;618067;338;0;0;338;-58.37291;-34.86280;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004MS0037;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;225;2;618597;222;0;0;222;-58.31859;-34.78673;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004MS0038;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;226;2;618071;179;0;0;179;-58.37387;-34.83444;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004MS0039;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;227;2;617853;0;149;0;149;-58.39174;-34.81502;Urbano;Urbano;88622;12;12;3;4-3;27
A BROWN;0004MS0040;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;228;2;618091;0;130;0;130;-58.34671;-34.76208;Urbano;Urbano;88622;12;12;9;4-9;11
A BROWN;0004MS0041;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;229;2;618602;199;0;0;199;-58.36907;-34.81298;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004MS0042;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;230;2;618094;0;110;0;110;-58.40703;-34.83868;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0043;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;231;2;618089;240;0;0;240;-58.35331;-34.81475;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0044;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;232;2;618598;0;101;0;101;-58.39280;-34.84924;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MS0045;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;233;2;617891;156;0;0;156;-58.38801;-34.84350;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004MS0046;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;234;2;618068;0;71;0;71;-58.36054;-34.82866;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0047;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;235;2;617889;0;132;0;132;-58.34457;-34.81650;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0048;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;236;2;617884;0;177;0;177;-58.34561;-34.81950;Urbano;Urbano;88622;12;12;11;4-11;24
A BROWN;0004MS0049;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;237;2;617864;286;0;0;286;-58.38075;-34.88987;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0051;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;239;2;617873;196;0;0;196;-58.40744;-34.82205;Urbano;Urbano;88622;12;12;12;4-12;27
A BROWN;0004MS0052;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;240;2;617880;0;217;0;217;-58.36656;-34.84973;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004MS0053;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;241;2;617874;0;142;0;142;-58.32238;-34.78017;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004MS0054;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;242;2;617885;0;208;0;208;-58.33433;-34.81088;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;0004MS0055;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;243;2;617859;271;0;0;271;-58.39336;-34.87874;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MS0056;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;244;2;620440;0;94;0;94;-58.37590;-34.81180;Urbano;Urbano;88622;12;12;8;4-8;20
A BROWN;0004MS0057;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;245;2;617856;0;185;0;185;-58.36378;-34.84300;Urbano;Urbano;88622;12;12;4;4-4;20
A BROWN;0004MS0058;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;246;2;617872;416;0;0;416;-58.32370;-34.77877;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004MS0059;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;247;2;617868;207;0;0;207;-58.39614;-34.90554;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0060;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;248;2;617218;312;0;0;312;-58.33228;-34.78788;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004MS0061;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;249;2;617863;0;167;0;167;-58.34698;-34.78199;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004MS0062;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;250;2;617869;0;148;0;148;-58.33860;-34.78207;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004MS0063;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;251;2;617875;0;229;0;229;-58.33145;-34.77959;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004MS0064;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;252;2;617876;217;0;0;217;-58.40734;-34.86914;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MS0065;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;253;2;617883;0;142;0;142;-58.32474;-34.79646;Urbano;Urbano;88622;12;12;2;4-2;20
A BROWN;0004MS0066;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;254;2;617888;0;110;0;110;-58.33385;-34.81434;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;0004MS0067;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;255;2;617870;0;110;0;110;-58.35172;-34.77959;Urbano;Urbano;88622;12;12;6;4-6;10
A BROWN;0004MS0068;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;256;2;618095;0;71;0;71;-58.39595;-34.88973;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MS0070;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;257;2;618591;142;0;0;142;-58.38367;-34.86092;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MS0071;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;258;2;617886;0;92;0;92;-58.34332;-34.78746;Urbano;Urbano;88622;12;12;7;4-7;12
A BROWN;0004MS0073;4;1;ALMIRANTE BROWN;SECUNDARIAS;MS;259;2;617878;0;324;0;324;-58.36215;-34.89027;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MT0001;4;1;ALMIRANTE BROWN;SECUNDARIAS;MT;260;1;610334;0;801;0;801;-58.38894;-34.86142;Urbano;Urbano;88622;12;12;10;4-10;25
A BROWN;0004MT0002;4;1;ALMIRANTE BROWN;SECUNDARIAS;MT;261;1;604306;0;520;0;520;-58.39729;-34.89675;Urbano;Urbano;88622;12;12;1;4-1;30
A BROWN;0004MT0003;4;1;ALMIRANTE BROWN;SECUNDARIAS;MT;262;1;607419;0;560;0;560;-58.33943;-34.79997;Urbano;Urbano;88622;12;12;5;4-5;13
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;263;cluster;cluster;cluster;cluster;cluster;cluster;-58.37986;-34.88864;cluster;cluster;cluster;cluster;cluster;1;4-1;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;264;cluster;cluster;cluster;cluster;cluster;cluster;-58.32569;-34.78705;cluster;cluster;cluster;cluster;cluster;2;4-2;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;265;cluster;cluster;cluster;cluster;cluster;cluster;-58.38890;-34.80052;cluster;cluster;cluster;cluster;cluster;3;4-3;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;266;cluster;cluster;cluster;cluster;cluster;cluster;-58.37090;-34.84952;cluster;cluster;cluster;cluster;cluster;4;4-4;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;267;cluster;cluster;cluster;cluster;cluster;cluster;-58.33481;-34.80795;cluster;cluster;cluster;cluster;cluster;5;4-5;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;268;cluster;cluster;cluster;cluster;cluster;cluster;-58.35976;-34.77925;cluster;cluster;cluster;cluster;cluster;6;4-6;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;269;cluster;cluster;cluster;cluster;cluster;cluster;-58.34702;-34.78909;cluster;cluster;cluster;cluster;cluster;7;4-7;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;270;cluster;cluster;cluster;cluster;cluster;cluster;-58.37037;-34.81256;cluster;cluster;cluster;cluster;cluster;8;4-8;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;271;cluster;cluster;cluster;cluster;cluster;cluster;-58.33676;-34.76782;cluster;cluster;cluster;cluster;cluster;9;4-9;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;273;cluster;cluster;cluster;cluster;cluster;cluster;-58.34986;-34.81923;cluster;cluster;cluster;cluster;cluster;11;4-11;cluster
A BROWN;cluster;4;cluster;ALMIRANTE BROWN;cluster;cluster;274;cluster;cluster;cluster;cluster;cluster;cluster;-58.41572;-34.82527;cluster;cluster;cluster;cluster;cluster;12;4-12;cluster
ARRECIFES;0011EE0501;11;2;ARRECIFES;INICIAL Y PRIMARIA;EE;275;3;610838;79;0;79;158;-60.10560;-34.07253;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011JI0901;11;2;ARRECIFES;INICIAL Y PRIMARIA;JI;276;3;604336;0;0;280;280;-60.10676;-34.07054;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011JI0903;11;2;ARRECIFES;INICIAL Y PRIMARIA;JI;277;3;610834;0;0;206;206;-60.09819;-34.06895;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
ARRECIFES;0011JI0904;11;2;ARRECIFES;INICIAL Y PRIMARIA;JI;278;3;604338;0;0;120;120;-60.08368;-34.05987;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
ARRECIFES;0011JI0905;11;2;ARRECIFES;INICIAL Y PRIMARIA;JI;279;3;610835;0;0;128;128;-60.09546;-34.06080;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
ARRECIFES;0011JI0906;11;2;ARRECIFES;INICIAL Y PRIMARIA;JI;280;3;610836;0;0;270;270;-60.11703;-34.06101;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011JI0909;11;2;ARRECIFES;INICIAL Y PRIMARIA;JI;281;3;616809;0;0;154;154;-60.09186;-34.07846;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
ARRECIFES;0011PP0001;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;283;1;608971;0;0;105;105;-60.10965;-34.06810;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011PP0002;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;284;1;608972;0;0;350;350;-60.10452;-34.06371;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011PP0007;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;286;1;600817;0;0;330;330;-60.10503;-34.06891;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011PP0016;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;287;2;606511;0;0;230;230;-60.08372;-34.06042;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
ARRECIFES;0011PP0018;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;288;2;606512;0;0;280;280;-60.09949;-34.07014;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
ARRECIFES;0011PP0029;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;289;2;606513;139;0;139;278;-60.11615;-34.05766;Urbano;Urbano;5301;2.103753287;2;2;11-2;10
ARRECIFES;0011PP0032;11;2;ARRECIFES;INICIAL Y PRIMARIA;PP;290;2;600894;0;0;115;115;-60.09195;-34.07881;Urbano;Urbano;5301;2.103753287;2;1;11-1;14
