municipio_sae;clave_provincial;municipio_code;number_mun_code;municipio;tipo;rama;escuela;number_escuela;cue;cs;dmclc;dmc;cupo_total;long;lat;ubicacion_cue;zona
LAS FLORES;0056JI0901;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;901;3;610032;0;0;164;164;-59.10068018;-36.01311177;Urbano                        ;Urbano
LAS FLORES;0056JI0902;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;902;3;603783;0;0;187;187;-59.09828498;-36.02281213;Urbano                        ;Urbano
LAS FLORES;0056JI0903;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;903;3;610037;0;0;13;13;-59.36629507;-36.2430451;Rural Agrupado;Rural
LAS FLORES;0056JI0904;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;904;3;610031;0;0;135;135;-59.11074923;-36.00899333;Urbano                        ;Urbano
LAS FLORES;0056JI0905;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;905;3;603782;0;0;48;48;-59.08989095;-36.02950645;Urbano                        ;Urbano
LAS FLORES;0056JI0906;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;906;3;613776;0;0;140;140;-59.10649319;-36.01853418;Urbano                        ;Urbano
LAS FLORES;0056JI0907;56;2;LAS FLORES;INICIAL Y PRIMARIA;JI;907;3;612803;0;0;22;22;-59.07352393;-36.01457731;Urbano                        ;Urbano
LAS FLORES;0056JS0001;56;2;LAS FLORES;INICIAL Y PRIMARIA;JS;1;1;621455;0;0;6;6;-59.48543768;-35.85045266;Rural Disperso;Rural
LAS FLORES;0056JS0002;56;2;LAS FLORES;INICIAL Y PRIMARIA;JS;2;1;621599;0;0;5;5;-59.27183958;-36.14489928;Rural Disperso;Rural
LAS FLORES;0056JS0003;56;2;LAS FLORES;INICIAL Y PRIMARIA;JS;3;1;618233;0;0;8;8;-59.52335456;-35.98324058;Rural Disperso;Rural
LAS FLORES;0056JS0004;56;2;LAS FLORES;INICIAL Y PRIMARIA;JS;4;1;621680;0;0;5;5;-59.22185923;-36.00273859;Rural Disperso;Rural
LAS FLORES;0056JS0005;56;2;LAS FLORES;INICIAL Y PRIMARIA;JS;5;1;621230;0;0;5;5;-59.00931822;-36.07203096;Rural Disperso;Rural
LAS FLORES;0056JS0006;56;2;LAS FLORES;INICIAL Y PRIMARIA;JS;6;1;622135;0;0;9;9;-59.04541132;-36.21249854;Rural Disperso;Rural
LAS FLORES;0056PP0001;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;1;1;603780;180;0;265;445;-59.09962002;-36.01757234;Urbano                        ;Urbano
LAS FLORES;0056PP0002;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;2;1;610029;66;0;105;171;-59.11165584;-36.00578357;Urbano                        ;Urbano
LAS FLORES;0056PP0003;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;3;1;603952;0;0;4;4;-59.40477576;-35.88474047;Rural Agrupado;Rural
LAS FLORES;0056PP0004;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;4;1;610030;85;0;95;180;-59.08981558;-36.02957637;Urbano                        ;Urbano
LAS FLORES;0056PP0005;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;5;1;603951;0;0;7;7;-59.03894651;-35.84956764;Rural Disperso;Rural
LAS FLORES;0056PP0006;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;6;1;603953;0;0;5;5;-59.27184922;-36.14530355;Rural Disperso;Rural
LAS FLORES;0056PP0007;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;7;1;603950;0;0;1;1;-59.37198771;-36.21647405;Rural Disperso;Rural
LAS FLORES;0056PP0008;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;8;1;610027;62;0;70;132;-59.10893001;-36.01495469;Urbano                        ;Urbano
LAS FLORES;0056PP0009;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;9;1;603949;0;0;15;15;-58.92687168;-35.93934646;Rural Disperso;Rural
LAS FLORES;0056PP0010;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;10;2;610011;27;0;32;59;-59.09504256;-36.01631066;Urbano                        ;Urbano
LAS FLORES;0056PP0011;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;11;2;603948;0;0;6;6;-59.00933818;-36.07179636;Rural Disperso;Rural
LAS FLORES;0056PP0012;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;12;2;603947;0;0;4;4;-59.33019165;-35.94014262;Rural Disperso;Rural
LAS FLORES;0056PP0013;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;13;2;603946;21;0;21;42;-59.36151698;-36.24446543;Rural Agrupado;Rural
LAS FLORES;0056PP0014;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;14;2;603940;7;0;7;14;-59.13957097;-35.90464421;Rural Disperso;Rural
LAS FLORES;0056PP0015;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;15;2;603939;0;0;3;3;-59.04541131;-36.21249853;Rural Disperso;Rural
LAS FLORES;0056PP0016;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;16;2;603938;0;0;1;1;-59.12262527;-35.81054568;Rural Disperso;Rural
LAS FLORES;0056PP0017;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;17;2;614548;0;0;2;2;-59.22048437;-36.08252881;Rural Disperso;Rural
LAS FLORES;0056PP0018;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;18;2;603784;43;0;50;93;-59.09857093;-36.02280258;Urbano                        ;Urbano
LAS FLORES;0056PP0019;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;19;2;603937;25;0;36;61;-59.13244451;-36.0250886;Urbano                        ;Urbano
LAS FLORES;0056PP0020;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;20;2;603936;0;0;3;3;-59.0756661;-36.14401963;Rural Disperso;Rural
LAS FLORES;0056PP0021;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;21;2;610010;85;0;90;175;-59.10057766;-36.01321586;Urbano                        ;Urbano
LAS FLORES;0056PP0022;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;22;2;610267;17;0;20;37;-59.07305582;-36.01487931;Urbano                        ;Urbano
LAS FLORES;0056PP0023;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;23;2;603857;0;0;11;11;-59.14538757;-36.14381275;Rural Disperso;Rural
LAS FLORES;0056PP0024;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;24;2;603856;0;0;5;5;-59.52351096;-35.98329661;Rural Disperso;Rural
LAS FLORES;0056PP0025;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;25;2;603855;0;0;6;6;-59.07524192;-35.9494252;Rural Agrupado;Rural
LAS FLORES;0056PP0026;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;26;2;603854;0;0;6;6;-58.96743861;-36.10242171;Rural Disperso;Rural
LAS FLORES;0056PP0027;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;27;2;610169;0;0;6;6;-58.90794045;-35.86453434;Rural Disperso;Rural
LAS FLORES;0056PP0029;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;29;2;603853;0;0;4;4;-58.81948311;-36.05978435;Rural Disperso;Rural
LAS FLORES;0056PP0030;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;30;2;603852;0;0;6;6;-59.48411992;-35.85092665;Rural Disperso;Rural
LAS FLORES;0056PP0031;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;31;2;603851;0;0;3;3;-59.22205686;-36.00246444;Rural Disperso;Rural
LAS FLORES;0056PP0032;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;32;2;603850;0;0;6;6;-59.04332768;-36.09996614;Rural Disperso;Rural
LAS FLORES;0056PP0033;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;33;2;603849;0;0;6;6;-58.96146235;-36.18471316;Rural Disperso;Rural
LAS FLORES;0056PP0034;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;34;2;603848;0;0;10;10;-59.31888118;-36.3040301;Rural Disperso;Rural
LAS FLORES;0056PP0039;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;39;2;603847;0;0;3;3;-59.58312392;-35.88574581;Rural Disperso;Rural
LAS FLORES;0056PP0040;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;40;2;603844;0;0;4;4;-59.21184623;-36.21497503;Rural Disperso;Rural
LAS FLORES;0056PP0041;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;41;2;603845;0;0;4;4;-59.328511;-36.071011;Rural Disperso;Rural
LAS FLORES;0056PP0042;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;42;2;603846;0;0;4;4;-59.18512454;-35.95174175;Rural Disperso;Rural
LAS FLORES;0056PP0043;56;2;LAS FLORES;INICIAL Y PRIMARIA;PP;43;2;613780;0;344;0;344;-59.10072808;-36.02052847;Urbano                        ;Urbano
LAS HERAS;0057EE0501;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;EE;501;3;605743;50;0;100;150;-58.95031377;-34.93301803;Urbano                        ;Urbano
LAS HERAS;0057JI0901;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JI;901;3;605745;0;0;287;287;-58.94453667;-34.92851491;Urbano                        ;Urbano
LAS HERAS;0057JI0902;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JI;902;3;610218;25;0;95;120;-58.93867923;-34.82663335;Rural Agrupado;Rural
LAS HERAS;0057JI0903;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JI;903;3;610237;37;0;37;74;-58.92080274;-34.89013208;Rural Agrupado;Rural
LAS HERAS;0057JI0904;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JI;904;3;610238;16;0;16;32;-59.02836374;-34.79052774;Rural Agrupado;Rural
LAS HERAS;0057JI0905;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JI;905;3;621777;0;0;110;110;-58.95969205;-34.93164115;Urbano                        ;Urbano
LAS HERAS;0057JS0001;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;1;1;621350;13;0;13;26;-59.04953166;-34.94193317;Rural Disperso;Rural
LAS HERAS;0057JS0002;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;2;1;621351;9;0;9;18;-59.0533388;-34.85022484;Rural Disperso;Rural
LAS HERAS;0057JS0003;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;3;1;621308;8;0;8;16;-59.10935672;-34.78201784;Rural Agrupado;Rural
LAS HERAS;0057JS0004;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;4;1;621598;8;0;8;16;-58.99979318;-35.00276239;Rural Disperso;Rural
LAS HERAS;0057JS0005;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;5;1;621688;9;0;9;18;-58.99105148;-34.88015191;Rural Disperso;Rural
LAS HERAS;0057JS0006;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;6;1;622122;5;0;5;10;-59.13443706;-34.82250109;Rural Disperso;Rural
LAS HERAS;0057JS0007;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;7;1;622198;10;0;10;20;-58.88119128;-34.96821864;Rural Disperso;Rural
LAS HERAS;0057JS0008;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;JS;8;1;623501;0;0;6;6;-59.08161344;-34.87562991;12;Rural
LAS HERAS;0057PP0001;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;1;1;608729;91;0;480;571;-58.94677474;-34.92591764;Urbano                        ;Urbano
LAS HERAS;0057PP0002;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;2;1;608291;14;0;14;28;-59.13443706;-34.82250109;Rural Disperso;Rural
LAS HERAS;0057PP0003;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;3;1;608028;55;0;62;117;-58.9209676;-34.89009688;Rural Agrupado;Rural
LAS HERAS;0057PP0004;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;4;1;608044;6;0;6;12;-58.91511534;-35.01484412;Rural Disperso;Rural
LAS HERAS;0057PP0005;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;5;1;608045;12;0;12;24;-58.99965383;-35.00259449;Rural Disperso;Rural
LAS HERAS;0057PP0006;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;6;1;608043;32;0;32;64;-59.05000203;-34.9416731;Rural Disperso;Rural
LAS HERAS;0057PP0007;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;7;1;608046;54;0;56;110;-59.02799753;-34.79056964;Rural Agrupado;Rural
LAS HERAS;0057PP0008;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;8;1;606892;130;0;130;260;-58.94208535;-34.82894763;Rural Agrupado;Rural
LAS HERAS;0057PP0009;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;9;1;613939;17;0;17;34;-59.10919825;-34.78195485;Rural Agrupado;Rural
LAS HERAS;0057PP0010;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;10;2;606894;16;0;16;32;-58.88123382;-34.96820029;Rural Disperso;Rural
LAS HERAS;0057PP0011;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;11;2;606886;109;0;125;234;-58.94128606;-34.92943242;Urbano                        ;Urbano
LAS HERAS;0057PP0012;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;12;2;606885;10;0;10;20;-58.99134956;-34.88020791;Rural Disperso;Rural
LAS HERAS;0057PP0013;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;13;2;605869;11;0;11;22;-59.08211295;-34.87549214;Rural Disperso;Rural
LAS HERAS;0057PP0015;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;PP;15;2;605870;13;0;13;26;-59.05334219;-34.85008609;Rural Disperso;Rural
LAS HERAS;0057SC0001;57;2;GENERAL LAS HERAS;INICIAL Y PRIMARIA;SC;1;1;618401;90;0;112;202;-58.94171547;-34.92749843;12;Urbano
LEZAMA;0137EE0501;137;3;LEZAMA;INICIAL Y PRIMARIA;EE;501;3;603268;25;0;50;75;-57.8915074;-35.8733585;Urbano                        ;Urbano
LEZAMA;0137JI0901;137;3;LEZAMA;INICIAL Y PRIMARIA;JI;901;3;603263;0;0;218;218;-57.89643612;-35.87350065;Urbano                        ;Urbano
LEZAMA;0137JM0001;137;3;LEZAMA;INICIAL Y PRIMARIA;JM;1;1;615245;73;0;73;146;-57.89474752;-35.87910209;12;Urbano
LEZAMA;0137JS0001;137;3;LEZAMA;INICIAL Y PRIMARIA;JS;1;1;622130;0;0;3;3;-58.0023063;-35.94873193;Rural Disperso;Rural
LEZAMA;0137JS0002;137;3;LEZAMA;INICIAL Y PRIMARIA;JS;2;1;623188;9;0;9;18;-58.06245531;-35.86342466;Rural Disperso;Rural
LEZAMA;0137PP0001;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;1;1;609405;0;0;170;170;-57.89576676;-35.87342471;Urbano                        ;Urbano
LEZAMA;0137PP0002;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;2;1;609406;0;0;5;5;-57.9178371;-35.76652934;Rural Disperso;Rural
LEZAMA;0137PP0003;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;3;1;603270;0;0;3;3;-57.75998513;-35.85246019;Rural Disperso;Rural
LEZAMA;0137PP0004;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;4;1;603274;7;0;7;14;-58.06262536;-35.86341484;Rural Disperso;Rural
LEZAMA;0137PP0005;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;5;1;603269;0;0;5;5;-57.78317246;-35.79980742;Rural Disperso;Rural
LEZAMA;0137PP0006;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;6;1;603276;0;0;5;5;-57.90319982;-35.9405713;Rural Disperso;Rural
LEZAMA;0137PP0007;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;7;1;603273;25;0;25;50;-58.00221773;-35.94854147;Rural Disperso;Rural
LEZAMA;0137PP0009;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;9;1;603271;0;0;2;2;-57.95732175;-35.82201596;Rural Disperso;Rural
LEZAMA;0137PP0011;137;3;LEZAMA;INICIAL Y PRIMARIA;PP;11;2;603267;0;0;99;99;-57.89196068;-35.8732892;Urbano                        ;Urbano
LEZAMA;0137SC0001;137;3;LEZAMA;INICIAL Y PRIMARIA;SC;1;1;616587;200;0;200;400;-57.89157687;-35.87224732;12;Urbano
LINCOLN;0059EE0501;59;2;LINCOLN;INICIAL Y PRIMARIA;EE;501;3;612554;97;0;97;194;-61.51977077;-34.86969248;Urbano                        ;Urbano
LINCOLN;0059EE0502;59;2;LINCOLN;INICIAL Y PRIMARIA;EE;502;3;609725;28;0;99;127;-61.96855664;-35.14468872;Urbano                        ;Urbano
LINCOLN;0059EE0541;59;2;LINCOLN;INICIAL Y PRIMARIA;EE;541;3;612554;15;0;15;30;-61.51977077;-34.86969248;Urbano                        ;Urbano
LINCOLN;0059EE0542;59;2;LINCOLN;INICIAL Y PRIMARIA;EE;542;3;609725;17;0;28;45;-61.96855664;-35.14468872;Urbano                        ;Urbano
LINCOLN;0059ET0001;59;2;LINCOLN;INICIAL Y PRIMARIA;ET;1;1;615091;0;0;147;147;-61.77004875;-34.98969318;Rural Disperso;Rural
LINCOLN;0059ET0002;59;2;LINCOLN;INICIAL Y PRIMARIA;ET;2;1;615092;0;0;65;65;-61.96631041;-35.14371504;Urbano                        ;Urbano
LINCOLN;0059JI0901;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;901;3;603574;0;0;115;115;-61.52842843;-34.86920882;Urbano                        ;Urbano
LINCOLN;0059JI0902;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;902;3;603549;0;0;81;81;-62.24499986;-35.14172631;Rural Agrupado;Rural
LINCOLN;0059JI0903;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;903;3;603555;0;0;55;55;-61.50852907;-35.08973703;Rural Agrupado;Rural
LINCOLN;0059JI0904;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;904;3;609756;0;0;23;23;-61.29077887;-34.86954946;Rural Agrupado;Rural
LINCOLN;0059JI0905;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;905;3;603558;0;0;17;17;-61.99855333;-35.39081672;Rural Agrupado;Rural
LINCOLN;0059JI0906;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;906;3;603543;6;0;130;136;-61.96941879;-35.14481372;Urbano                        ;Urbano
LINCOLN;0059JI0907;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;907;3;609755;0;0;190;190;-61.52321057;-34.86246429;Urbano                        ;Urbano
LINCOLN;0059JI0908;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;908;3;609754;22;0;110;132;-61.53732917;-34.87252709;Urbano                        ;Urbano
LINCOLN;0059JI0909;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;909;3;603560;0;0;49;49;-61.61211983;-35.3292031;Rural Agrupado;Rural
LINCOLN;0059JI0910;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;910;3;603551;5;0;70;75;-61.77395854;-34.98635637;Rural Agrupado;Rural
LINCOLN;0059JI0911;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;911;3;603557;0;0;23;23;-61.80308883;-35.36470939;Rural Agrupado;Rural
LINCOLN;0059JI0912;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;912;3;603573;0;0;86;86;-61.53805948;-34.85619661;Urbano                        ;Urbano
LINCOLN;0059JI0913;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;913;3;603572;0;0;145;145;-61.51760187;-34.87396496;Urbano                        ;Urbano
LINCOLN;0059JI0915;59;2;LINCOLN;INICIAL Y PRIMARIA;JI;915;3;613832;0;0;112;112;-61.53491691;-34.87519162;Urbano                        ;Urbano
LINCOLN;0059JS0001;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;1;1;621298;8;0;10;18;-61.32443537;-34.69312465;Rural Agrupado;Rural
LINCOLN;0059JS0002;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;2;1;621329;0;0;7;7;-61.73783876;-35.53736435;Rural Disperso;Rural
LINCOLN;0059JS0003;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;3;1;621405;0;0;5;5;-61.4667974;-34.67843277;Rural Agrupado;Rural
LINCOLN;0059JS0004;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;4;1;621557;0;0;6;6;-62.02032699;-35.25091726;Rural Disperso;Rural
LINCOLN;0059JS0005;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;5;1;621558;0;0;5;5;-61.56918994;-35.16222377;Rural Disperso;Rural
LINCOLN;0059JS0006;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;6;1;621655;0;0;3;3;-61.51919094;-34.77225386;Rural Disperso;Rural
LINCOLN;0059JS0007;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;7;1;621652;0;0;6;6;-61.74303705;-34.65345921;Rural Disperso;Rural
LINCOLN;0059JS0008;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;8;1;621654;0;0;4;4;-61.82354322;-35.09523866;Rural Disperso;Rural
LINCOLN;0059JS0009;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;9;1;617142;0;0;4;4;-61.66366166;-34.82711646;Rural Disperso;Rural
LINCOLN;0059JS0010;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;10;2;620651;0;0;2;2;-61.4576509;-34.91929954;Rural Disperso;Rural
LINCOLN;0059JS0011;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;11;2;620177;0;0;4;4;-61.40452678;-34.71730413;Rural Disperso;Rural
LINCOLN;0059JS0012;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;12;2;621899;0;0;5;5;-61.59281703;-34.91998766;Rural Disperso;Rural
LINCOLN;0059JS0013;59;2;LINCOLN;INICIAL Y PRIMARIA;JS;13;2;603571;0;0;6;6;-61.56102506;-34.83557614;Rural Disperso;Rural
LINCOLN;0059PP0001;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;1;1;609751;0;0;320;320;-61.52295933;-34.86243832;Urbano                        ;Urbano
LINCOLN;0059PP0002;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;2;1;609750;0;0;336;336;-61.52886462;-34.86968226;Urbano                        ;Urbano
LINCOLN;0059PP0003;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;3;1;609763;0;0;52;52;-61.53586346;-34.86246852;Urbano                        ;Urbano
LINCOLN;0059PP0004;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;4;1;612684;0;0;7;7;-61.74338542;-34.65386789;Rural Disperso;Rural
LINCOLN;0059PP0007;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;7;1;603586;0;0;43;43;-61.49697753;-34.88211474;Rural Disperso;Rural
LINCOLN;0059PP0008;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;8;1;603585;0;0;7;7;-61.5928371;-34.92016829;Rural Disperso;Rural
LINCOLN;0059PP0011;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;11;2;609762;0;0;12;12;-61.56090908;-34.8358099;Rural Disperso;Rural
LINCOLN;0059PP0012;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;12;2;609731;29;0;153;182;-61.7751235;-34.98629666;Rural Agrupado;Rural
LINCOLN;0059PP0013;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;13;2;603584;0;0;2;2;-61.309996;-34.787789;Rural Disperso;Rural
LINCOLN;0059PP0015;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;15;2;603583;0;0;7;7;-61.45746241;-34.91950663;Rural Disperso;Rural
LINCOLN;0059PP0016;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;16;2;609735;65;0;74;139;-61.79867295;-35.36239231;Rural Agrupado;Rural
LINCOLN;0059PP0017;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;17;2;609761;60;0;72;132;-61.28870715;-34.86760832;Rural Agrupado;Rural
LINCOLN;0059PP0018;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;18;2;609760;48;0;97;145;-61.53770689;-34.87279368;Urbano                        ;Urbano
LINCOLN;0059PP0019;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;19;2;609723;115;0;130;245;-61.60914645;-35.33182108;Rural Agrupado;Rural
LINCOLN;0059PP0020;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;20;2;603582;0;0;21;21;-61.51241981;-34.88809147;Urbano                        ;Urbano
LINCOLN;0059PP0021;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;21;2;609734;13;0;22;35;-61.99394981;-35.39023736;Rural Agrupado;Rural
LINCOLN;0059PP0022;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;22;2;609729;0;0;120;120;-62.24445378;-35.14051785;Rural Agrupado;Rural
LINCOLN;0059PP0023;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;23;2;603581;13;0;13;26;-61.32456116;-34.69316735;Rural Agrupado;Rural
LINCOLN;0059PP0024;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;24;2;603562;129;0;129;258;-61.51212308;-35.08842376;Rural Agrupado;Rural
LINCOLN;0059PP0025;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;25;2;609726;28;0;202;230;-61.96904382;-35.14444328;Urbano                        ;Urbano
LINCOLN;0059PP0027;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;27;2;603559;0;0;6;6;-61.45495519;-35.25832748;Rural Disperso;Rural
LINCOLN;0059PP0028;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;28;2;609727;7;0;22;29;-61.95951666;-35.13684027;Urbano                        ;Urbano
LINCOLN;0059PP0030;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;30;2;609759;0;0;6;6;-61.56190999;-34.85537704;Urbano                        ;Urbano
LINCOLN;0059PP0032;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;32;2;603580;0;0;4;4;-61.6765011;-35.11337004;Rural Disperso;Rural
LINCOLN;0059PP0033;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;33;2;603552;0;0;4;4;-61.88823119;-35.0040904;Rural Disperso;Rural
LINCOLN;0059PP0034;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;34;2;603579;0;0;7;7;-61.40474243;-34.71769692;Rural Disperso;Rural
LINCOLN;0059PP0035;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;35;2;609736;0;0;9;9;-61.73882252;-35.5367494;Rural Disperso;Rural
LINCOLN;0059PP0036;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;36;2;603556;0;0;7;7;-61.3929846;-35.0145529;Rural Disperso;Rural
LINCOLN;0059PP0038;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;38;2;603578;0;0;14;14;-61.51923863;-34.77242338;Rural Disperso;Rural
LINCOLN;0059PP0041;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;41;2;614725;0;0;3;3;-62.025418;-35.05025;Rural Disperso;Rural
LINCOLN;0059PP0042;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;42;2;609737;0;0;5;5;-61.55668639;-35.06173414;Rural Disperso;Rural
LINCOLN;0059PP0045;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;45;2;603564;0;0;15;15;-61.56917522;-35.16238697;Rural Disperso;Rural
LINCOLN;0059PP0046;59;2;LINCOLN;INICIAL Y PRIMARIA;PP;46;2;603547;0;0;4;4;-61.85307843;-35.13768819;Rural Disperso;Rural
