municipio_sae;clave_provincial;municipio_code;number_mun_code;municipio;tipo;rama;escuela;number_escuela;cue;cs;dmclc;dmc;cupo_total;long;lat;ubicacion_cue;zona
CHACABUCO;0026PP0047;26;2;CHACABUCO;INICIAL Y PRIMARIA;PP;47;2;603628;0;0;3;3;-60.58174491;-34.76253904;Rural Disperso;Rural
CHACABUCO;0026PP0049;26;2;CHACABUCO;INICIAL Y PRIMARIA;PP;49;2;609544;0;512;0;512;-60.46566943;-34.6402906;Urbano                        ;Urbano
CHACABUCO;0026PP0050;26;2;CHACABUCO;INICIAL Y PRIMARIA;PP;50;2;619068;0;275;0;275;-60.4576514;-34.64951709;Urbano                        ;Urbano
CHACABUCO;0026SC0001;26;2;CHACABUCO;INICIAL Y PRIMARIA;SC;1;1;616586;66;0;66;132;-60.47871824;-34.63896968;12;Urbano
CHASCOMUS;0027EE0501;27;2;CHASCOMUS;INICIAL Y PRIMARIA;EE;501;3;605706;36;0;36;72;-58.02034987;-35.57319254;Urbano                        ;Urbano
CHASCOMUS;0027EE0502;27;2;CHASCOMUS;INICIAL Y PRIMARIA;EE;502;3;606045;50;0;50;100;-58.01075307;-35.56432718;Urbano                        ;Urbano
CHASCOMUS;0027EE0504;27;2;CHASCOMUS;INICIAL Y PRIMARIA;EE;504;3;605696;34;0;34;68;-58.01169578;-35.57610963;Urbano                        ;Urbano
CHASCOMUS;0027JI0901;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;901;3;605698;0;0;240;240;-58.01210122;-35.57419756;Urbano                        ;Urbano
CHASCOMUS;0027JI0903;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;903;3;605994;0;0;240;240;-58.0107612;-35.58232799;Urbano                        ;Urbano
CHASCOMUS;0027JI0904;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;904;3;606046;0;0;240;240;-58.01550654;-35.55538557;Urbano                        ;Urbano
CHASCOMUS;0027JI0905;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;905;3;600139;150;0;170;320;-58.00073434;-35.56344112;Urbano                        ;Urbano
CHASCOMUS;0027JI0906;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;906;3;605702;120;0;141;261;-57.98863081;-35.57728042;Urbano                        ;Urbano
CHASCOMUS;0027JI0907;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;907;3;605700;0;0;37;37;-57.96901826;-35.57255504;Urbano                        ;Urbano
CHASCOMUS;0027JI0908;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;908;3;606036;35;0;35;70;-58.09482053;-35.4457714;Rural Disperso;Rural
CHASCOMUS;0027JI0909;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;909;3;600373;55;0;59;114;-58.01365772;-35.56283864;Urbano                        ;Urbano
CHASCOMUS;0027JI0910;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;910;3;606034;0;0;112;112;-58.00512712;-35.57738082;Urbano                        ;Urbano
CHASCOMUS;0027JI0911;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;911;3;620582;17;0;17;34;-57.67871071;-35.61992953;Rural Disperso;Rural
CHASCOMUS;0027JI0912;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JI;912;3;623177;80;0;104;184;-58.009322;-35.576816;Urbano                        ;Urbano
CHASCOMUS;0027JS0001;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;1;1;621417;0;0;8;8;-58.05359515;-35.4280148;Rural Disperso;Rural
CHASCOMUS;0027JS0002;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;2;1;621010;0;0;2;2;-57.95563024;-35.68535526;Rural Disperso;Rural
CHASCOMUS;0027JS0003;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;3;1;622199;0;0;7;7;-57.89238373;-35.60506487;Rural Disperso;Rural
CHASCOMUS;0027JS0004;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;4;1;622119;0;0;5;5;-57.89242647;-35.60510779;Rural Disperso;Rural
CHASCOMUS;0027JS0005;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;5;1;622133;0;0;8;8;-58.06982567;-35.76921457;Rural Disperso;Rural
CHASCOMUS;0027JS0006;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;6;1;622887;0;0;9;9;-57.72604679;-35.72931011;Rural Disperso;Rural
CHASCOMUS;0027JS0007;27;2;CHASCOMUS;INICIAL Y PRIMARIA;JS;7;1;622883;0;0;4;4;-58.20073604;-35.67512616;Rural Disperso;Rural
CHASCOMUS;0027PP0001;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;1;1;605709;300;0;300;600;-58.00994101;-35.57899456;Urbano                        ;Urbano
CHASCOMUS;0027PP0002;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;2;1;606032;37;0;700;737;-58.01380617;-35.5733935;Urbano                        ;Urbano
CHASCOMUS;0027PP0003;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;3;1;606047;65;0;77;142;-58.01382328;-35.56275854;Urbano                        ;Urbano
CHASCOMUS;0027PP0004;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;4;1;600399;0;0;3;3;-57.65762769;-35.52619885;Rural Disperso;Rural
CHASCOMUS;0027PP0005;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;5;1;605703;54;0;64;118;-58.01573904;-35.56772047;Urbano                        ;Urbano
CHASCOMUS;0027PP0007;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;7;1;600375;0;0;6;6;-57.95563024;-35.68535525;Rural Disperso;Rural
CHASCOMUS;0027PP0008;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;8;1;605701;0;0;78;78;-57.96923326;-35.57248928;Urbano                        ;Urbano
CHASCOMUS;0027PP0009;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;9;1;600141;125;0;125;250;-57.98856819;-35.57772981;Urbano                        ;Urbano
CHASCOMUS;0027PP0011;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;11;2;600401;0;0;25;25;-58.05353213;-35.4277065;Rural Disperso;Rural
CHASCOMUS;0027PP0013;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;13;2;605708;45;0;46;91;-57.99378758;-35.55816323;Urbano                        ;Urbano
CHASCOMUS;0027PP0014;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;14;2;600402;0;0;8;8;-58.20139742;-35.67463616;Rural Disperso;Rural
CHASCOMUS;0027PP0015;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;15;2;600403;0;0;9;9;-57.89218835;-35.60506344;Rural Disperso;Rural
CHASCOMUS;0027PP0016;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;16;2;600404;0;0;1;1;-58.164016;-35.80687039;Rural Disperso;Rural
CHASCOMUS;0027PP0017;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;17;2;606039;90;0;90;180;-58.00770064;-35.57207173;Urbano                        ;Urbano
CHASCOMUS;0027PP0019;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;19;2;600405;0;0;10;10;-57.89437969;-35.49182994;Rural Disperso;Rural
CHASCOMUS;0027PP0020;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;20;2;600406;0;0;15;15;-57.77431625;-35.49437469;Rural Disperso;Rural
CHASCOMUS;0027PP0021;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;21;2;606031;50;0;50;100;-58.09463017;-35.44579996;Rural Disperso;Rural
CHASCOMUS;0027PP0022;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;22;2;606060;0;0;11;11;-58.35974797;-35.70017483;Rural Disperso;Rural
CHASCOMUS;0027PP0025;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;25;2;606061;13;0;13;26;-58.03266694;-35.55846378;Urbano                        ;Urbano
CHASCOMUS;0027PP0026;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;26;2;600408;0;0;7;7;-57.59047851;-35.78310832;Rural Disperso;Rural
CHASCOMUS;0027PP0027;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;27;2;600409;34;0;34;68;-57.67794588;-35.62040216;Rural Disperso;Rural
CHASCOMUS;0027PP0030;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;30;2;600377;0;0;6;6;-57.72640116;-35.72941276;Rural Disperso;Rural
CHASCOMUS;0027PP0031;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;31;2;600410;0;0;20;20;-58.01757935;-35.62685327;Rural Agrupado;Rural
CHASCOMUS;0027PP0034;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;34;2;600411;22;0;26;48;-58.06976941;-35.76933573;Rural Disperso;Rural
CHASCOMUS;0027PP0037;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;37;2;600412;0;0;4;4;-57.54916193;-35.55861272;Rural Disperso;Rural
CHASCOMUS;0027PP0038;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;38;2;600413;0;0;4;4;-57.99376578;-35.46915067;Rural Disperso;Rural
CHASCOMUS;0027PP0041;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;41;2;600414;0;0;6;6;-58.13752403;-35.67384143;Rural Disperso;Rural
CHASCOMUS;0027PP0045;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;45;2;606038;110;0;116;226;-58.01314306;-35.53221939;Rural Agrupado;Rural
CHASCOMUS;0027PP0047;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;47;2;600417;0;0;4;4;-57.4850318;-35.69225475;Rural Disperso;Rural
CHASCOMUS;0027PP0050;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;50;2;600418;0;0;4;4;-57.6336833;-35.71824281;Rural Disperso;Rural
CHASCOMUS;0027PP0053;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;53;2;600376;0;0;8;8;-58.28528109;-35.78928829;Rural Disperso;Rural
CHASCOMUS;0027PP0055;27;2;CHASCOMUS;INICIAL Y PRIMARIA;PP;55;2;606030;0;0;342;342;-58.00504161;-35.57636967;Urbano                        ;Urbano
CHASCOMUS;0027SC0002;27;2;CHASCOMUS;INICIAL Y PRIMARIA;SC;2;1;616588;109;0;110;219;-57.96901426;-35.57230609;12;Urbano
CHIVILCOY;0028EE0502;28;2;CHIVILCOY;INICIAL Y PRIMARIA;EE;502;3;610624;160;0;160;320;-60.01280043;-34.90067701;Urbano                        ;Urbano
CHIVILCOY;0028EE0503;28;2;CHIVILCOY;INICIAL Y PRIMARIA;EE;503;3;621752;35;0;79;114;-60.03196024;-34.88729424;Urbano                        ;Urbano
CHIVILCOY;0028ET0001;28;2;CHIVILCOY;INICIAL Y PRIMARIA;ET;1;1;615043;0;0;176;176;-60.03630697;-34.91153747;Urbano                        ;Urbano
CHIVILCOY;0028JI0901;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;901;3;611537;0;0;225;225;-60.01434338;-34.88703116;Urbano                        ;Urbano
CHIVILCOY;0028JI0902;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;902;3;609600;0;0;294;294;-60.01537353;-34.89801372;Urbano                        ;Urbano
CHIVILCOY;0028JI0903;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;903;3;607285;0;0;112;112;-59.7719447;-35.09473193;Urbano                        ;Urbano
CHIVILCOY;0028JI0904;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;904;3;609609;0;0;294;294;-60.02697887;-34.88967264;Urbano                        ;Urbano
CHIVILCOY;0028JI0905;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;905;3;603154;0;0;14;14;-59.7064222;-34.94328914;Rural Agrupado;Rural
CHIVILCOY;0028JI0906;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;906;3;601517;70;0;163;233;-60.00647657;-34.88349561;Urbano                        ;Urbano
CHIVILCOY;0028JI0907;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;907;3;604175;0;0;255;255;-60.00688489;-34.90519245;Urbano                        ;Urbano
CHIVILCOY;0028JI0908;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;908;3;609564;23;0;23;46;-59.86699165;-34.83931839;Rural Agrupado;Rural
CHIVILCOY;0028JI0909;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;909;3;606477;0;0;11;11;-59.92540937;-35.08725516;Rural Agrupado;Rural
CHIVILCOY;0028JI0910;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;910;3;600783;0;0;8;8;-59.86398831;-34.97346362;Rural Agrupado;Rural
CHIVILCOY;0028JI0911;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;911;3;605073;45;0;61;106;-60.00428941;-34.89337394;Urbano                        ;Urbano
CHIVILCOY;0028JI0912;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;912;3;601601;0;0;40;40;-60.21085384;-34.80425431;Rural Disperso;Rural
CHIVILCOY;0028JI0913;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;913;3;604893;22;0;23;45;-60.07254435;-34.85396127;Urbano                        ;Urbano
CHIVILCOY;0028JI0914;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;914;3;607442;0;0;189;189;-60.03199107;-34.90861256;Urbano                        ;Urbano
CHIVILCOY;0028JI0915;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;915;3;604178;5;0;5;10;-60.04009914;-34.74739727;Rural Agrupado;Rural
CHIVILCOY;0028JI0916;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;916;3;601631;0;0;104;104;-60.01136679;-34.89046815;Urbano                        ;Urbano
CHIVILCOY;0028JI0917;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;917;3;612718;44;0;63;107;-59.99855947;-34.92193382;Urbano                        ;Urbano
CHIVILCOY;0028JI0918;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;918;3;613786;47;0;73;120;-60.00581331;-34.91544322;Urbano                        ;Urbano
CHIVILCOY;0028JI0919;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;919;3;621250;20;0;20;40;-60.06052653;-34.88908347;Urbano                        ;Urbano
CHIVILCOY;0028JI0920;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JI;920;3;621562;80;0;101;181;-60.03331478;-34.89249043;Urbano                        ;Urbano
CHIVILCOY;0028JS0001;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;1;1;621305;0;0;5;5;-59.97847948;-34.86362428;Rural Disperso;Rural
CHIVILCOY;0028JS0003;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;3;1;621395;0;0;5;5;-60.03139396;-34.79586047;Rural Disperso;Rural
CHIVILCOY;0028JS0004;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;4;1;621410;0;0;6;6;-60.12429771;-34.96742638;Rural Disperso;Rural
CHIVILCOY;0028JS0005;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;5;1;621445;0;0;1;1;-59.93877402;-34.958844;12;Rural
CHIVILCOY;0028JS0008;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;8;1;621563;0;0;4;4;-60.16986586;-34.86883154;Rural Disperso;Rural
CHIVILCOY;0028JS0009;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;9;1;621564;0;0;4;4;-59.88339823;-35.03911132;Rural Disperso;Rural
CHIVILCOY;0028JS0010;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;10;2;621608;13;0;13;26;-60.05069313;-34.92823134;Rural Disperso;Rural
CHIVILCOY;0028JS0011;28;2;CHIVILCOY;INICIAL Y PRIMARIA;JS;11;2;622176;16;0;16;32;-60.06130203;-35.05590471;Rural Disperso;Rural
CHIVILCOY;0028PP0002;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;2;1;607441;0;0;93;93;-60.00602233;-34.88524732;Urbano                        ;Urbano
CHIVILCOY;0028PP0003;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;3;1;609242;0;0;94;94;-60.01289057;-34.90092613;Urbano                        ;Urbano
CHIVILCOY;0028PP0005;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;5;1;608361;0;0;370;370;-60.01880384;-34.89157936;Urbano                        ;Urbano
CHIVILCOY;0028PP0006;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;6;1;604176;0;0;480;480;-60.02085509;-34.89589625;Urbano                        ;Urbano
CHIVILCOY;0028PP0007;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;7;1;609566;0;0;495;495;-60.01331787;-34.89711031;Urbano                        ;Urbano
CHIVILCOY;0028PP0008;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;8;1;611540;0;0;222;222;-60.01853053;-34.90230083;Urbano                        ;Urbano
CHIVILCOY;0028PP0010;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;10;2;607443;70;0;105;175;-60.03261557;-34.90913818;Urbano                        ;Urbano
CHIVILCOY;0028PP0011;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;11;2;604259;0;0;154;154;-60.01356103;-34.88772154;Urbano                        ;Urbano
CHIVILCOY;0028PP0012;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;12;2;601535;0;0;132;132;-60.0074857;-34.90561994;Urbano                        ;Urbano
CHIVILCOY;0028PP0013;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;13;2;604177;0;0;3;3;-60.07506918;-34.79867268;Rural Disperso;Rural
CHIVILCOY;0028PP0014;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;14;2;605067;0;0;21;21;-59.92471526;-35.08789573;Rural Agrupado;Rural
CHIVILCOY;0028PP0015;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;15;2;607187;0;0;7;7;-60.21101795;-34.80415634;Rural Disperso;Rural
CHIVILCOY;0028PP0016;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;16;2;607061;0;0;1;1;-59.9056275;-34.90734596;Rural Disperso;Rural
CHIVILCOY;0028PP0017;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;17;2;605068;18;0;18;36;-60.04021749;-34.74751142;Rural Agrupado;Rural
CHIVILCOY;0028PP0018;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;18;2;607230;0;0;101;101;-60.02357801;-34.89507889;Urbano                        ;Urbano
CHIVILCOY;0028PP0019;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;19;2;609565;38;0;40;78;-59.86660246;-34.83875341;Rural Agrupado;Rural
CHIVILCOY;0028PP0020;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;20;2;601468;27;0;31;58;-60.06072843;-34.88898352;Urbano                        ;Urbano
CHIVILCOY;0028PP0023;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;23;2;607231;0;0;418;418;-60.03213759;-34.88716891;Urbano                        ;Urbano
CHIVILCOY;0028PP0024;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;24;2;601602;0;0;8;8;-59.97826221;-34.86357762;Rural Disperso;Rural
CHIVILCOY;0028PP0025;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;25;2;607186;0;0;13;13;-60.12386014;-34.96730739;Rural Disperso;Rural
CHIVILCOY;0028PP0026;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;26;2;601469;0;0;2;2;-60.06150119;-35.05585461;Rural Disperso;Rural
CHIVILCOY;0028PP0027;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;27;2;607286;55;0;203;258;-59.77257975;-35.09193553;Urbano                        ;Urbano
CHIVILCOY;0028PP0028;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;28;2;607062;30;0;30;60;-60.07285367;-34.85393311;Urbano                        ;Urbano
CHIVILCOY;0028PP0030;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;30;2;607063;85;0;89;174;-60.0046963;-34.89354279;Urbano                        ;Urbano
CHIVILCOY;0028PP0031;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;31;2;601600;0;0;4;4;-59.83055552;-35.07911507;Rural Disperso;Rural
CHIVILCOY;0028PP0032;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;32;2;607188;28;0;28;56;-60.0131359;-34.8763693;Urbano                        ;Urbano
CHIVILCOY;0028PP0033;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;33;2;607064;0;0;449;449;-60.02025098;-34.90788687;Urbano                        ;Urbano
CHIVILCOY;0028PP0035;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;35;2;601387;0;0;5;5;-59.97455587;-34.76770055;12;Rural
CHIVILCOY;0028PP0036;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;36;2;601388;0;0;6;6;-59.93863674;-34.95868688;Rural Disperso;Rural
CHIVILCOY;0028PP0039;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;39;2;607284;0;0;5;5;-59.61017874;-35.00122006;Rural Disperso;Rural
CHIVILCOY;0028PP0040;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;40;2;604288;30;0;33;63;-60.05119957;-34.92847673;Rural Disperso;Rural
CHIVILCOY;0028PP0041;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;41;2;603447;0;0;6;6;-60.00347133;-34.8676179;Urbano                        ;Urbano
CHIVILCOY;0028PP0042;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;42;2;601554;0;0;1;1;-60.17034478;-34.86917498;Rural Disperso;Rural
CHIVILCOY;0028PP0043;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;43;2;601552;76;0;76;152;-60.00730671;-34.91531405;Urbano                        ;Urbano
CHIVILCOY;0028PP0045;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;45;2;603462;0;0;7;7;-59.96559745;-34.93056219;Urbano                        ;Urbano
CHIVILCOY;0028PP0046;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;46;2;609563;0;0;3;3;-59.88295214;-35.03902723;Rural Disperso;Rural
CHIVILCOY;0028PP0047;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;47;2;603155;0;0;19;19;-59.70649448;-34.94321838;Rural Agrupado;Rural
CHIVILCOY;0028PP0049;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;49;2;609598;0;0;297;297;-60.00066724;-34.91144035;Urbano                        ;Urbano
CHIVILCOY;0028PP0052;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;52;2;605069;0;0;1;1;-60.16532849;-34.77279946;Rural Disperso;Rural
CHIVILCOY;0028PP0053;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;53;2;605071;7;0;7;14;-60.03113945;-34.86740171;Urbano                        ;Urbano
CHIVILCOY;0028PP0056;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;56;2;606326;84;0;84;168;-59.99882527;-34.92175987;Urbano                        ;Urbano
CHIVILCOY;0028PP0057;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;57;2;606476;0;0;17;17;-59.86412633;-34.97314443;Rural Agrupado;Rural
CHIVILCOY;0028PP0058;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;58;2;601515;0;0;5;5;-60.17592176;-34.94378821;Rural Disperso;Rural
CHIVILCOY;0028PP0061;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;61;2;602538;22;0;22;44;-60.04200165;-34.8987009;Urbano                        ;Urbano
CHIVILCOY;0028PP0063;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;63;2;602539;0;0;4;4;-59.84778498;-34.88433877;Rural Disperso;Rural
CHIVILCOY;0028PP0065;28;2;CHIVILCOY;INICIAL Y PRIMARIA;PP;65;2;606850;62;0;62;124;-60.03110221;-34.89181943;Urbano                        ;Urbano
CHIVILCOY;0028SC0001;28;2;CHIVILCOY;INICIAL Y PRIMARIA;SC;1;1;616589;183;0;183;366;-60.01748927;-34.88981386;12;Urbano
COLON;0022EE0501;22;2;COLON;INICIAL Y PRIMARIA;EE;501;3;600852;55;0;55;110;-61.10236112;-33.89061822;Urbano                        ;Urbano
COLON;0022JI0901;22;2;COLON;INICIAL Y PRIMARIA;JI;901;3;601797;0;0;250;250;-61.09683295;-33.89789814;Urbano                        ;Urbano
COLON;0022JI0902;22;2;COLON;INICIAL Y PRIMARIA;JI;902;3;601800;0;0;130;130;-61.1075751;-33.9074944;Urbano                        ;Urbano
COLON;0022JI0903;22;2;COLON;INICIAL Y PRIMARIA;JI;903;3;601801;0;0;16;16;-60.89410925;-33.65143865;Rural Agrupado;Rural
COLON;0022JI0904;22;2;COLON;INICIAL Y PRIMARIA;JI;904;3;602233;0;0;15;15;-60.94223381;-33.91466175;Rural Agrupado;Rural
COLON;0022JI0905;22;2;COLON;INICIAL Y PRIMARIA;JI;905;3;602232;0;0;7;7;-61.20286203;-34.04690957;Rural Agrupado;Rural
COLON;0022JI0906;22;2;COLON;INICIAL Y PRIMARIA;JI;906;3;602231;15;0;78;93;-61.09501942;-33.9028511;Urbano                        ;Urbano
COLON;0022JI0907;22;2;COLON;INICIAL Y PRIMARIA;JI;907;3;606558;0;0;155;155;-61.11021934;-33.89364736;Urbano                        ;Urbano
COLON;0022JI0908;22;2;COLON;INICIAL Y PRIMARIA;JI;908;3;615423;0;0;139;139;-61.09499666;-33.88893675;Urbano                        ;Urbano
COLON;0022JI0909;22;2;COLON;INICIAL Y PRIMARIA;JI;909;3;616818;30;0;110;140;-61.07406202;-33.89377008;Urbano                        ;Urbano
COLON;0022JI0910;22;2;COLON;INICIAL Y PRIMARIA;JI;910;3;621501;10;0;20;30;-61.12072535;-33.90021106;Urbano                        ;Urbano
COLON;0022JS0001;22;2;COLON;INICIAL Y PRIMARIA;JS;1;1;621508;0;0;4;4;-60.92338775;-33.73619717;Rural Disperso;Rural
COLON;0022JS0004;22;2;COLON;INICIAL Y PRIMARIA;JS;4;1;621485;0;0;7;7;-61.07623235;-33.97031664;Rural Disperso;Rural
COLON;0022PP0001;22;2;COLON;INICIAL Y PRIMARIA;PP;1;1;604571;63;0;211;274;-61.10043068;-33.89440934;Urbano                        ;Urbano
COLON;0022PP0002;22;2;COLON;INICIAL Y PRIMARIA;PP;2;1;611083;106;0;106;212;-61.09507292;-33.89284346;Urbano                        ;Urbano
COLON;0022PP0003;22;2;COLON;INICIAL Y PRIMARIA;PP;3;1;611084;65;0;450;515;-61.09918078;-33.88789889;Urbano                        ;Urbano
COLON;0022PP0004;22;2;COLON;INICIAL Y PRIMARIA;PP;4;1;604572;77;0;122;199;-61.10366374;-33.90004871;Urbano                        ;Urbano
COLON;0022PP0005;22;2;COLON;INICIAL Y PRIMARIA;PP;5;1;604573;0;0;28;28;-60.94023089;-33.9149891;Rural Agrupado;Rural
COLON;0022PP0006;22;2;COLON;INICIAL Y PRIMARIA;PP;6;1;611085;25;0;74;99;-61.12081241;-33.90016421;Urbano                        ;Urbano
COLON;0022PP0011;22;2;COLON;INICIAL Y PRIMARIA;PP;11;2;611086;0;0;22;22;-61.0761023;-33.97026262;Rural Disperso;Rural
COLON;0022PP0012;22;2;COLON;INICIAL Y PRIMARIA;PP;12;2;611087;30;0;31;61;-60.89309692;-33.65265562;Rural Agrupado;Rural
COLON;0022PP0013;22;2;COLON;INICIAL Y PRIMARIA;PP;13;2;604575;0;0;11;11;-61.20314823;-34.0467707;Rural Agrupado;Rural
COLON;0022PP0014;22;2;COLON;INICIAL Y PRIMARIA;PP;14;2;611088;98;0;98;196;-61.07406203;-33.89365382;Urbano                        ;Urbano
COLON;0022PP0016;22;2;COLON;INICIAL Y PRIMARIA;PP;16;2;604577;0;0;8;8;-60.9231538;-33.73609332;Rural Disperso;Rural
